Unnamed: 0,Country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio,Region,Pop. Density,GDP,Deathrate
864,Argentina,2022-02-28,94004167.0,40741939.0,36493782.0,7,45847428.0,88.86417576139712,LATIN AMER. & CARIB,144.0,11200.0,7.55
863,Argentina,2022-02-27,93959645.0,40738086.0,36483456.0,22,45847428.0,88.85577180032868,LATIN AMER. & CARIB,144.0,11200.0,7.55
862,Argentina,2022-02-26,93924603.0,40735599.0,36475963.0,13,45847428.0,88.85034728665696,LATIN AMER. & CARIB,144.0,11200.0,7.55
861,Argentina,2022-02-25,93852237.0,40729618.0,36459356.0,24,45847428.0,88.83730184384608,LATIN AMER. & CARIB,144.0,11200.0,7.55
860,Argentina,2022-02-24,93648755.0,40707998.0,36409814.0,26,45847428.0,88.79014543629361,LATIN AMER. & CARIB,144.0,11200.0,7.55
859,Argentina,2022-02-23,93479239.0,40689270.0,36368151.0,33,45847428.0,88.7492969071242,LATIN AMER. & CARIB,144.0,11200.0,7.55
858,Argentina,2022-02-22,93276206.0,40665735.0,36317884.0,47,45847428.0,88.69796360223305,LATIN AMER. & CARIB,144.0,11200.0,7.55
857,Argentina,2022-02-21,93074188.0,40641151.0,36266088.0,58,45847428.0,88.64434227368217,LATIN AMER. & CARIB,144.0,11200.0,7.55
856,Argentina,2022-02-20,92872654.0,40617708.0,36216699.0,18,45847428.0,88.59320963435506,LATIN AMER. & CARIB,144.0,11200.0,7.55
855,Argentina,2022-02-19,92818952.0,40614506.0,36208032.0,44,45847428.0,88.58622560026704,LATIN AMER. & CARIB,144.0,11200.0,7.55
866,Argentina,2022-03-02,94180462.0,40758769.0,36533264.0,29,45847428.0,88.90088447273422,LATIN AMER. & CARIB,144.0,11200.0,7.55
854,Argentina,2022-02-18,92731843.0,40607139.0,36190859.0,69,45847428.0,88.57015708711076,LATIN AMER. & CARIB,144.0,11200.0,7.55
852,Argentina,2022-02-16,92308131.0,40557461.0,36089250.0,73,45847428.0,88.46180204481699,LATIN AMER. & CARIB,144.0,11200.0,7.55
851,Argentina,2022-02-15,92093910.0,40532227.0,36039640.0,76,45847428.0,88.40676297043315,LATIN AMER. & CARIB,144.0,11200.0,7.55
850,Argentina,2022-02-14,91878512.0,40506579.0,35989174.0,99,45847428.0,88.35082090101106,LATIN AMER. & CARIB,144.0,11200.0,7.55
849,Argentina,2022-02-13,91649981.0,40481089.0,35936697.0,40,45847428.0,88.29522345288376,LATIN AMER. & CARIB,144.0,11200.0,7.55
848,Argentina,2022-02-12,91572941.0,40475389.0,35923787.0,35,45847428.0,88.28279091250224,LATIN AMER. & CARIB,144.0,11200.0,7.55
847,Argentina,2022-02-11,91450288.0,40465099.0,35901189.0,61,45847428.0,88.26034690539238,LATIN AMER. & CARIB,144.0,11200.0,7.55
846,Argentina,2022-02-10,91211305.0,40440813.0,35850663.0,89,45847428.0,88.20737555877726,LATIN AMER. & CARIB,144.0,11200.0,7.55
845,Argentina,2022-02-09,90945529.0,40411692.0,35793494.0,104,45847428.0,88.14385836431217,LATIN AMER. & CARIB,144.0,11200.0,7.55
844,Argentina,2022-02-08,90647209.0,40379574.0,35735372.0,124,45847428.0,88.07380427098332,LATIN AMER. & CARIB,144.0,11200.0,7.55
843,Argentina,2022-02-07,90377443.0,40347187.0,35673238.0,175,45847428.0,88.00316344899434,LATIN AMER. & CARIB,144.0,11200.0,7.55
842,Argentina,2022-02-06,90092886.0,40314559.0,35611591.0,56,45847428.0,87.93199697047346,LATIN AMER. & CARIB,144.0,11200.0,7.55
853,Argentina,2022-02-17,92518325.0,40582981.0,36140906.0,75,45847428.0,88.51746492736736,LATIN AMER. & CARIB,144.0,11200.0,7.55
867,Argentina,2022-03-03,94306005.0,40770415.0,36561373.0,23,45847428.0,88.9262861157664,LATIN AMER. & CARIB,144.0,11200.0,7.55
868,Argentina,2022-03-04,94429785.0,40782263.0,36589735.0,22,45847428.0,88.95212835058054,LATIN AMER. & CARIB,144.0,11200.0,7.55
869,Argentina,2022-03-05,94487944.0,40786160.0,36600814.0,19,45847428.0,88.96062828213613,LATIN AMER. & CARIB,144.0,11200.0,7.55
667,Argentina,2021-08-15,38208855.0,27303908.0,10904414.0,49,45847428.0,59.55384890947427,LATIN AMER. & CARIB,144.0,11200.0,7.55
893,Argentina,2022-03-29,96504666.0,40907186.0,36924451.0,4,45847428.0,89.22460383164787,LATIN AMER. & CARIB,144.0,11200.0,7.55
892,Argentina,2022-03-28,96504666.0,40907186.0,36924451.0,9,45847428.0,89.22460383164787,LATIN AMER. & CARIB,144.0,11200.0,7.55
